   itrg     id  matchmatchId     dr lep pt trg ptlep etatrg etalep phitrg phi	trigString
      0    -11      1      1   0.00  13.33   8.43  -0.91  -0.91  -0.21  -0.21	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0     11      1      1   0.04  14.17  14.08  -2.52  -2.53   1.15   1.19	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0    -11      1      1   0.00  13.81  13.58   0.78   0.78   1.03   1.03	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0     11      1      1   0.00  10.45  11.23   2.38   2.38  -1.25  -1.25	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0    -11      1      1   0.00  21.70  21.38  -0.69  -0.69  -1.46  -1.46	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0    -11      1      1   0.00  28.49  31.96   2.07   2.07   1.94   1.95	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0    -11      1      1   0.00  13.20  13.16   0.02   0.02   2.95   2.95	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0     11      1      1   0.00  14.50   9.20  -1.18  -1.18  -0.75  -0.74	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0    -11      1      1   0.00  18.35  19.50  -1.40  -1.40  -1.36  -1.36	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0     11      1      1   0.00  10.01   8.69   0.66   0.66  -0.16  -0.16	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0    -11      1      1   0.01  21.77  26.13  -1.65  -1.65   2.18   2.19	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0     11      1      1   0.00  12.02  11.96   1.25   1.25  -1.43  -1.44	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0    -11      1      1   0.00  10.01   9.29  -1.54  -1.54   2.75   2.75	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0    -11      1      1   0.00  13.21   9.22   0.17   0.17  -0.61  -0.61	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0     11      1      1   0.00  11.04  10.99  -0.15  -0.15   1.15   1.15	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0     11      1      1   0.01  14.28  14.25  -2.39  -2.40   1.88   1.88	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0    -11      1      1   0.00  12.80  12.59  -1.20  -1.20  -1.43  -1.42	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0     11      1      1   0.00  12.79  12.76  -0.71  -0.71   0.34   0.34	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0     11      1      1   0.03  28.43  30.31  -1.90  -1.89  -2.88  -2.91	HLT_Ele8_CaloIdL_TrkIdVL_v2
      1    -11      1      1   0.07  28.43  30.33  -1.90  -1.89  -2.88  -2.81	HLT_Ele8_CaloIdL_TrkIdVL_v2
      2     11      1      1   0.01  28.43  30.31  -1.90  -1.89  -2.88  -2.88	HLT_Ele8_CaloIdL_TrkIdVL_v2

      0    -11      1      1   0.10  17.29  16.35  -1.46  -1.47  -0.22  -0.33	HLT_Ele8_CaloIdL_TrkIdVL_v2
