   itrg     id  matchmatchId     dr lep pt trg ptlep etatrg etalep phitrg phi	trigString
      0      0      1      0   0.03  14.12  14.11   1.21   1.20  -1.45  -1.42	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.08  11.12  10.44   0.55   0.60  -1.32  -1.25	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.05  12.27  12.00   1.25   1.26   2.12   2.07	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.06  20.45  20.61  -1.57  -1.57   0.32   0.38	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.06  15.48  15.59   2.55   2.56   2.77   2.82	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.01  18.71  18.45   1.33   1.34  -1.13  -1.13	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      0      0   3.16  18.86  10.94  -0.02   2.14   0.90  -3.07	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      0      0   4.61  34.26  10.94  -2.13   2.14  -1.33  -3.07	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.09  11.82  10.51  -1.01  -1.09  -1.28  -1.33	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.01  22.38  23.75  -2.20  -2.20   2.14   2.13	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.10  10.19   9.92  -0.60  -0.63  -2.35  -2.25	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.02  14.26  14.43   1.32   1.33  -1.45  -1.43	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      0      0   3.17  33.19  19.59   0.20   1.14   1.55  -1.47	HLT_Ele8_CaloIdL_CaloIsoVL_v2
      1      0      1      0   0.06  33.19  33.05   0.20   0.14   1.55   1.56	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.20  10.31   9.77  -0.74  -0.80   1.61   1.80	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.09  12.69  13.22  -2.02  -1.98  -3.04  -2.96	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.02  14.71  14.88   2.43   2.44  -3.14  -3.12	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.04  13.39  13.84  -2.08  -2.06   0.68   0.72	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.13  10.22  10.42  -2.48  -2.47   2.98   3.11	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.05  11.11  10.99  -1.28  -1.29   1.24   1.18	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      0      0   4.25  10.68  16.37  -0.65   2.35  -3.10   0.18	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.02  13.64  16.37   2.34   2.35   0.19   0.18	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.08  11.74  11.56  -0.19  -0.19  -1.57  -1.49	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.02  12.77  13.03  -1.92  -1.94   2.06   2.08	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.17  13.52  16.82  -2.44  -2.44   2.72   2.55	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.06  13.75  13.47   0.53   0.55   0.52   0.58	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.03  10.55  10.99  -2.31  -2.32  -1.67  -1.70	HLT_Ele8_CaloIdL_CaloIsoVL_v2

      0      0      1      0   0.10  10.17  10.01  -1.23  -1.25  -0.51  -0.61	HLT_Ele8_CaloIdL_CaloIsoVL_v2
