   itrg     id  matchmatchId     dr lep pt trg ptlep etatrg etalep phitrg phi	trigString
      0      0      1      0   0.02  13.74  14.53   2.44   2.43   2.10   2.09	HLT_Ele8_v2

      0      0      1      0   0.07  10.45  10.42   0.34   0.33   0.80   0.73	HLT_Ele8_v2

      0      0      1      0   0.03  10.69  13.49   2.36   2.36   2.64   2.61	HLT_Ele8_v2

      0      0      1      0   0.04  18.36  18.36  -0.28  -0.25   1.14   1.18	HLT_Ele8_v2

      0      0      1      0   0.08  10.15   9.69  -1.13  -1.17   0.44   0.51	HLT_Ele8_v2

      0      0      1      0   0.11  11.81  11.80   0.26   0.26   2.77   2.88	HLT_Ele8_v2
      1      0      1      0   0.07  11.81   9.49   0.26   0.19   2.77   2.74	HLT_Ele8_v2

      0      0      1      0   0.04  13.07  13.24   1.65   1.66  -0.80  -0.84	HLT_Ele8_v2

      0      0      1      0   0.02  13.49  14.97  -0.60  -0.60  -2.17  -2.19	HLT_Ele8_v2

      0      0      1      0   0.03  21.28  22.16  -1.81  -1.81   0.73   0.75	HLT_Ele8_v2

      0      0      1      0   0.15  10.40  10.78  -1.24  -1.19   1.13   1.28	HLT_Ele8_v2

      0      0      1      0   0.07  12.83  11.72   0.95   0.97  -0.83  -0.77	HLT_Ele8_v2

      0      0      1      0   0.04  12.56  12.87  -1.60  -1.60   1.10   1.06	HLT_Ele8_v2

      0      0      1      0   0.06  14.70  14.58  -0.33  -0.30  -1.15  -1.10	HLT_Ele8_v2

      0      0      1      0   0.04  12.43  13.19   2.42   2.44  -1.81  -1.84	HLT_Ele8_v2

      0      0      1      0   0.04  21.99  22.33   1.07   1.04  -2.90  -2.92	HLT_Ele8_v2

      0      0      1      0   0.07  28.05  28.30  -0.41  -0.36   2.80   2.77	HLT_Ele8_v2

      0      0      0      0   3.43  11.20  16.04  -1.04   0.82  -2.73   0.16	HLT_Ele8_v2
      1      0      1      0   0.04  11.20  10.07  -1.04  -1.05  -2.73  -2.77	HLT_Ele8_v2

      0      0      1      0   0.03  16.03  16.04   0.83   0.82   0.18   0.16	HLT_Ele8_v2
      1      0      1      0   3.50  16.03  10.07   0.83  -1.05   0.18  -2.77	HLT_Ele8_v2

